P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-364 c,Superterran,rocky-iron,non-habitable,0,-2.068385,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-365 b,Superterran,rocky-iron,non-habitable,0,-2.449238,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-365 c,Superterran,rocky-iron,non-habitable,0,-2.043569,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-366 b,Terran,rocky-iron,non-habitable,0,-3.193573,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-366 c,Superterran,rocky-iron,non-habitable,0,-2.321622,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-367 b,Terran,rocky-iron,non-habitable,0,-1.229185,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-367 c,Terran,rocky-iron,non-habitable,0,-1.115518,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-369 b,Terran,rocky-iron,non-habitable,0,-1.681073,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-369 c,Terran,rocky-iron,non-habitable,0,-1.220822,0.35,0.1,0.35,0.1,0.1,1,0.99
Kepler-370 b,Superterran,rocky-iron,non-habitable,0,-2.68328,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-370 c,Superterran,rocky-iron,non-habitable,0,-1.965333,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-371 b,Superterran,rocky-iron,non-habitable,0,-1.763101,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-371 c,Superterran,rocky-iron,non-habitable,0,-1.607373,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-372 b,Terran,rocky-iron,non-habitable,0,-2.749353,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-372 c,Superterran,rocky-iron,non-habitable,0,-2.286322,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-372 d,Superterran,rocky-iron,non-habitable,0,-1.957507,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-373 b,Terran,rocky-iron,non-habitable,0,-2.414121,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-373 c,Terran,rocky-iron,non-habitable,0,-1.776779,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-374 b,Terran,rocky-iron,non-habitable,0,-3.389735,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-374 c,Terran,rocky-iron,non-habitable,0,-2.899732,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-374 d,Terran,rocky-iron,non-habitable,0,-2.620991,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-375 b,Terran,rocky-iron,non-habitable,0,-2.000317,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-376 b,Terran,rocky-iron,non-habitable,0,-2.801937,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-376 c,Superterran,rocky-iron,non-habitable,0,-2.295854,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-377 b,Terran,rocky-iron,non-habitable,0,-2.264927,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-377 c,Superterran,rocky-iron,non-habitable,0,-2.070719,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-378 b,Subterran,rocky-iron,non-habitable,0,-1.325678,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-378 c,Subterran,rocky-iron,non-habitable,0,-1.125736,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-379 b,Superterran,rocky-iron,non-habitable,0,-2.152025,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-379 c,Superterran,rocky-iron,non-habitable,0,-2.242139,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-380 b,Terran,rocky-iron,non-habitable,0,-3.106111,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-380 c,Terran,rocky-iron,non-habitable,0,-2.59223,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-381 b,Terran,rocky-iron,non-habitable,0,-3.066266,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-381 c,Terran,rocky-iron,non-habitable,0,-2.428226,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-382 b,Terran,rocky-iron,non-habitable,0,-2.539359,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-382 c,Superterran,rocky-iron,non-habitable,0,-2.101018,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-383 b,Terran,rocky-iron,non-habitable,0,-1.578373,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-383 c,Terran,rocky-iron,non-habitable,0,-1.265569,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-384 b,Terran,rocky-iron,non-habitable,0,-1.621317,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-384 c,Terran,rocky-iron,non-habitable,0,-1.369312,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-386 b,Terran,rocky-iron,non-habitable,0,-1.79187,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-386 c,Superterran,rocky-iron,non-habitable,0,-1.565275,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-387 b,Terran,rocky-iron,non-habitable,0,-2.418864,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-387 c,Terran,rocky-iron,non-habitable,0,-2.0389,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-388 b,Subterran,rocky-iron,non-habitable,0,-1.956852,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-388 c,Terran,rocky-iron,non-habitable,0,-1.348299,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-389 b,Terran,rocky-iron,non-habitable,0,-2.633327,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-389 c,Terran,rocky-iron,non-habitable,0,-1.789041,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-390 b,Subterran,rocky-iron,non-habitable,0,-1.930956,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-390 c,Subterran,rocky-iron,non-habitable,0,-1.601735,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-392 b,Terran,rocky-iron,non-habitable,0,-2.708029,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-392 c,Terran,rocky-iron,non-habitable,0,-2.258054,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-393 b,Terran,rocky-iron,non-habitable,0,-2.616089,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-393 c,Terran,rocky-iron,non-habitable,0,-2.315855,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-394 b,Superterran,rocky-iron,non-habitable,0,-2.662124,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-394 c,Superterran,rocky-iron,non-habitable,0,-2.399729,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-395 b,Terran,rocky-iron,non-habitable,0,-1.535747,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-395 c,Terran,rocky-iron,non-habitable,0,-1.146444,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-396 b,Neptunian,rocky-water,non-habitable,0,-3.32504,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-397 b,Superterran,rocky-iron,non-habitable,0,-2.496039,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-398 b,Terran,rocky-iron,non-habitable,0,-1.855093,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-398 c,Terran,rocky-iron,non-habitable,0,-1.43817,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-399 b,Terran,rocky-iron,non-habitable,0,-1.628582,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-399 c,Terran,rocky-iron,non-habitable,0,-1.520714,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-399 d,Superterran,rocky-iron,non-habitable,0,-1.706971,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-400 b,Superterran,rocky-iron,non-habitable,0,-2.475889,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-400 c,Terran,rocky-iron,non-habitable,0,-2.054053,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-401 b,Superterran,rocky-iron,non-habitable,0,-2.387626,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-401 c,Superterran,rocky-iron,non-habitable,0,-2.086879,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-402 b,Terran,rocky-iron,non-habitable,0,-3.151864,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-402 c,Superterran,rocky-iron,non-habitable,0,-2.882674,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-402 d,Terran,rocky-iron,non-habitable,0,-2.557746,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-402 e,Terran,rocky-iron,non-habitable,0,-2.420581,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-403 b,Terran,rocky-iron,non-habitable,0,-2.729222,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-403 c,Superterran,rocky-iron,non-habitable,0,-1.738347,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-404 b,Terran,rocky-iron,non-habitable,0,-1.933743,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-404 c,Superterran,rocky-iron,non-habitable,0,-1.958491,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-405 b,Superterran,rocky-iron,non-habitable,0,-2.295117,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-406 b,Terran,rocky-iron,non-habitable,0,-3.390427,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-411 b,Superterran,rocky-iron,non-habitable,0,-2.666045,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-431 b,Subterran,rocky-iron,non-habitable,0,-2.413589,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-431 c,Subterran,rocky-iron,non-habitable,0,-2.223031,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-431 d,Terran,rocky-iron,non-habitable,0,-2.144003,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-436 c,Superterran,rocky-iron,non-habitable,0,-2.293801,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-437 b,Superterran,rocky-iron,non-habitable,0,-1.974844,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-438 b,Terran,rocky-iron,mesoplanet,1,-1,0.300908,0.1,0.240113,0.258979,0.1,0.790931,0
Kepler-439 b,Superterran,rocky-iron,non-habitable,0,-2.102601,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-440 b,Superterran,rocky-iron,mesoplanet,1,-1.665158,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-441 b,Superterran,rocky-iron,non-habitable,0,-1.379133,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-442 b,Terran,rocky-iron,psychroplanet,1,-1.12516,0.378876,0.1,0.321124,0.1,0.1,1,0.99
Kepler-443 b,Superterran,rocky-iron,mesoplanet,1,-2.222601,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-444 b,Mercurian,rocky-iron,non-habitable,0,-2.140687,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-444 c,Subterran,rocky-iron,non-habitable,0,-2.027842,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-444 d,Subterran,rocky-iron,non-habitable,0,-1.867842,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-444 e,Subterran,rocky-iron,non-habitable,0,-1.740931,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-444 f,Subterran,rocky-iron,non-habitable,0,-1.691208,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-445 b,Superterran,rocky-iron,non-habitable,0,-1.677838,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-445 c,Superterran,rocky-water,non-habitable,0,-1.871517,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-445 d,Terran,rocky-iron,non-habitable,0,-1.467539,0.1,0.6,0.1,0.1,0.1,1,0.99
Kepler-446 b,Terran,rocky-iron,non-habitable,0,-1.728789,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-446 c,Terran,rocky-iron,non-habitable,0,-1.731982,0.1,0.6,0.1,0.1,0.1,1,0.99
Kepler-446 d,Terran,rocky-iron,non-habitable,0,-1.33328,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-449 b,Superterran,rocky-iron,non-habitable,0,-2.555213,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-450 d,Subterran,rocky-iron,non-habitable,0,-2.747964,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-452 b,Superterran,rocky-iron,mesoplanet,1,-1.392372,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-454 b,Superterran,rocky-water,non-habitable,0,-2.267504,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-457 b,Superterran,rocky-iron,non-habitable,0,-2.429534,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-457 c,Superterran,rocky-iron,non-habitable,0,-2.339986,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-466 c,Terran,rocky-iron,non-habitable,0,-2.944333,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-467 b,Superterran,rocky-iron,non-habitable,0,-2.260366,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-475 b,Superterran,rocky-iron,non-habitable,0,-2.873981,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-477 b,Superterran,rocky-iron,non-habitable,0,-2.062775,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-479 b,Superterran,rocky-iron,non-habitable,0,-2.06631,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-481 b,Superterran,rocky-iron,non-habitable,0,-2.687133,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-482 b,Superterran,rocky-iron,non-habitable,0,-2.297415,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-484 b,Superterran,rocky-iron,non-habitable,0,-2.353563,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-496 b,Superterran,rocky-iron,non-habitable,0,-2.368708,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-499 b,Superterran,rocky-iron,non-habitable,0,-2.518231,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-504 b,Superterran,rocky-iron,non-habitable,0,-1.390905,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-507 b,Terran,rocky-iron,non-habitable,0,-3.333869,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-508 b,Superterran,rocky-iron,non-habitable,0,-1.985611,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-509 b,Superterran,rocky-iron,non-habitable,0,-2.56901,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-510 b,Superterran,rocky-iron,non-habitable,0,-2.607591,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-513 b,Superterran,rocky-iron,non-habitable,0,-2.148853,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-514 b,Superterran,rocky-iron,non-habitable,0,-3.109945,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-515 b,Terran,rocky-iron,non-habitable,0,-1.655712,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-518 b,Superterran,rocky-iron,non-habitable,0,-2.441716,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-519 b,Superterran,rocky-iron,non-habitable,0,-1.985454,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-520 b,Superterran,rocky-iron,non-habitable,0,-2.049056,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-520 c,Terran,rocky-iron,non-habitable,0,-2.716808,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-523 b,Superterran,rocky-iron,non-habitable,0,-2.500004,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-524 b,Superterran,rocky-iron,non-habitable,0,-2.633532,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-524 c,Terran,rocky-iron,non-habitable,0,-3.594455,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-526 b,Superterran,rocky-iron,non-habitable,0,-2.908343,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-528 b,Superterran,rocky-iron,non-habitable,0,-2.11199,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-529 b,Superterran,rocky-iron,non-habitable,0,-3.907095,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-529 c,Superterran,rocky-iron,non-habitable,0,-2.427408,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-534 b,Superterran,rocky-iron,non-habitable,0,-2.245289,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-535 b,Superterran,rocky-iron,non-habitable,0,-3.346583,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-537 b,Terran,rocky-iron,non-habitable,0,-2.944088,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-538 b,Superterran,rocky-iron,non-habitable,0,-2.165737,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-539 c,Terran,rocky-iron,non-habitable,0,-1.162872,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-542 b,Superterran,rocky-iron,non-habitable,0,-1.971847,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-543 b,Superterran,rocky-iron,non-habitable,0,-2.567648,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-544 b,Superterran,rocky-iron,non-habitable,0,-2.256295,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-556 b,Superterran,rocky-iron,non-habitable,0,-2.362274,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-558 b,Superterran,rocky-iron,non-habitable,0,-2.345371,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-560 b,Superterran,rocky-iron,non-habitable,0,-1.485844,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-566 b,Superterran,rocky-iron,non-habitable,0,-2.073845,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-567 b,Superterran,rocky-iron,non-habitable,0,-2.21113,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-568 b,Superterran,rocky-iron,non-habitable,0,-2.178459,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-570 b,Superterran,rocky-iron,non-habitable,0,-2.931969,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-574 b,Superterran,rocky-iron,non-habitable,0,-2.577481,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-575 b,Superterran,rocky-iron,non-habitable,0,-2.521705,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-578 b,Superterran,rocky-iron,non-habitable,0,-3.387453,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-579 b,Superterran,rocky-iron,non-habitable,0,-2.331725,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-583 b,Superterran,rocky-iron,non-habitable,0,-2.600851,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-587 b,Superterran,rocky-iron,non-habitable,0,-2.286977,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-589 b,Superterran,rocky-iron,non-habitable,0,-2.253758,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-592 b,Superterran,rocky-iron,non-habitable,0,-3.542533,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-594 b,Superterran,rocky-iron,non-habitable,0,-2.143764,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-597 b,Superterran,rocky-iron,non-habitable,0,-2.430079,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-598 b,Terran,rocky-iron,non-habitable,0,-2.601382,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-601 b,Superterran,rocky-iron,non-habitable,0,-2.361333,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-602 b,Superterran,rocky-iron,non-habitable,0,-2.341949,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-603 d,Terran,rocky-iron,non-habitable,0,-2.494813,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-605 b,Terran,rocky-iron,non-habitable,0,-2.717911,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-605 c,Terran,rocky-iron,non-habitable,0,-2.848962,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-607 b,Terran,rocky-iron,non-habitable,0,-3.910309,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-611 b,Superterran,rocky-iron,non-habitable,0,-3.313126,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-613 b,Superterran,rocky-iron,non-habitable,0,-2.300776,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-614 b,Superterran,rocky-iron,non-habitable,0,-2.427285,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-615 b,Superterran,rocky-iron,non-habitable,0,-1.778255,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-616 b,Superterran,rocky-iron,non-habitable,0,-2.561621,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-617 b,Terran,rocky-iron,non-habitable,0,-2.011008,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-619 c,Superterran,rocky-iron,non-habitable,0,-4.311716,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-621 b,Superterran,rocky-iron,non-habitable,0,-2.611922,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-622 b,Superterran,rocky-iron,non-habitable,0,-2.012292,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-624 b,Superterran,rocky-iron,non-habitable,0,-2.503233,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-625 b,Superterran,rocky-iron,non-habitable,0,-2.493424,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-625 c,Terran,rocky-iron,non-habitable,0,-2.636064,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-626 b,Superterran,rocky-iron,non-habitable,0,-2.340109,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-629 b,Terran,rocky-iron,non-habitable,0,-2.150838,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-632 b,Superterran,rocky-iron,non-habitable,0,-2.121877,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-633 b,Superterran,rocky-iron,non-habitable,0,-2.530123,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-634 b,Superterran,rocky-iron,non-habitable,0,-3.131802,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-638 b,Superterran,rocky-iron,non-habitable,0,-2.47593,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-639 b,Superterran,rocky-iron,non-habitable,0,-2.751925,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-641 b,Superterran,rocky-iron,non-habitable,0,-2.452795,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-645 b,Superterran,rocky-iron,non-habitable,0,-3.577108,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-646 b,Superterran,rocky-iron,non-habitable,0,-2.053233,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-647 b,Terran,rocky-iron,non-habitable,0,-1.986021,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-649 b,Superterran,rocky-iron,non-habitable,0,-2.230191,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-651 b,Superterran,rocky-iron,non-habitable,0,-2.378017,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-652 b,Superterran,rocky-iron,non-habitable,0,-2.927644,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-653 b,Superterran,rocky-iron,non-habitable,0,-2.263986,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-653 c,Subterran,rocky-iron,non-habitable,0,-4.412912,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-654 b,Superterran,rocky-iron,non-habitable,0,-2.339209,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-658 b,Superterran,rocky-iron,non-habitable,0,-2.572824,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-659 b,Superterran,rocky-iron,non-habitable,0,-2.566048,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-662 b,Superterran,rocky-iron,non-habitable,0,-2.07884,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-666 b,Superterran,rocky-iron,non-habitable,0,-3.158714,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-672 b,Superterran,rocky-iron,non-habitable,0,-2.559715,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-674 b,Superterran,rocky-iron,non-habitable,0,-2.25699,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-675 b,Superterran,rocky-iron,non-habitable,0,-2.998269,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-680 b,Superterran,rocky-iron,non-habitable,0,-3.379059,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-683 b,Superterran,rocky-iron,non-habitable,0,-3.293401,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-691 b,Superterran,rocky-iron,non-habitable,0,-1.949805,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-705 b,Superterran,rocky-iron,mesoplanet,1,-1.911013,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-707 b,Terran,rocky-iron,non-habitable,0,-2.727589,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-710 b,Superterran,rocky-iron,non-habitable,0,-2.756906,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-713 b,Superterran,rocky-iron,non-habitable,0,-2.760336,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-717 b,Superterran,rocky-iron,non-habitable,0,-2.855655,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-732 b,Superterran,rocky-iron,non-habitable,0,-2.050858,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-732 c,Terran,rocky-iron,non-habitable,0,-2.293195,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-737 b,Superterran,rocky-iron,non-habitable,0,-1.753312,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-738 b,Superterran,rocky-iron,non-habitable,0,-2.569078,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-743 b,Terran,rocky-iron,non-habitable,0,-2.66143,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-744 b,Superterran,rocky-iron,non-habitable,0,-2.07076,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-745 b,Superterran,rocky-iron,non-habitable,0,-2.496734,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-746 b,Terran,rocky-iron,non-habitable,0,-2.651218,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-750 c,Superterran,rocky-iron,non-habitable,0,-3.227817,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-751 b,Superterran,rocky-iron,non-habitable,0,-2.520935,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-753 b,Superterran,rocky-iron,non-habitable,0,-1.972093,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-754 b,Superterran,rocky-iron,non-habitable,0,-2.274705,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-755 b,Superterran,rocky-iron,non-habitable,0,-3.302815,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-755 c,Terran,rocky-iron,non-habitable,0,-2.511284,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-756 b,Terran,rocky-iron,non-habitable,0,-3.317976,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-757 b,Terran,rocky-iron,non-habitable,0,-4.49182,0.1,0.1,0.1,0.6,0.1,1,0.99
