P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,CES_CRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-1132 b,Superterran,rocky-iron,non-habitable,0,-2.308917,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1133 b,Superterran,rocky-iron,non-habitable,0,-2.192458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1135 b,Superterran,rocky-iron,non-habitable,0,-1.674153,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1136 b,Superterran,rocky-iron,non-habitable,0,-2.467542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1137 b,Superterran,rocky-iron,non-habitable,0,-2.690208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1138 b,Superterran,rocky-iron,non-habitable,0,-2.963042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1139 b,Terran,rocky-iron,non-habitable,0,-4.1625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1141 b,Subterran,rocky-iron,non-habitable,0,-3.256333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1142 b,Terran,rocky-iron,non-habitable,0,-1.873458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1143 b,Superterran,rocky-iron,non-habitable,0,-2.657958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1144 b,Superterran,rocky-iron,non-habitable,0,-2.087167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1145 b,Terran,rocky-iron,non-habitable,0,-2.350458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1146 b,Terran,rocky-iron,non-habitable,0,-2.449333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1148 b,Superterran,rocky-iron,non-habitable,0,-3.465,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1149 b,Terran,rocky-iron,non-habitable,0,-2.942583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1150 b,Terran,rocky-iron,non-habitable,0,-2.323167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1151 b,Superterran,rocky-iron,non-habitable,0,-2.125215,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1152 b,Terran,rocky-iron,non-habitable,0,-2.088083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1153 b,Superterran,rocky-iron,non-habitable,0,-3.394208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1154 b,Superterran,rocky-iron,non-habitable,0,-3.544542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1154 c,Superterran,rocky-iron,non-habitable,0,-3.139542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1155 b,Superterran,rocky-iron,non-habitable,0,-1.942111,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1156 b,Terran,rocky-iron,non-habitable,0,-2.099,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1157 b,Terran,rocky-iron,non-habitable,0,-2.018917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1158 b,Superterran,rocky-iron,non-habitable,0,-3.036208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1159 b,Superterran,rocky-iron,non-habitable,0,-2.457076,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1160 b,Superterran,rocky-iron,non-habitable,0,-2.436708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1161 b,Superterran,rocky-iron,non-habitable,0,-2.041208,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1162 b,Superterran,rocky-iron,non-habitable,0,-2.138062,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1163 b,Terran,rocky-iron,non-habitable,0,-2.899708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1164 b,Terran,rocky-iron,non-habitable,0,-2.342167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1165 b,Terran,rocky-iron,non-habitable,0,-2.510458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1166 b,Superterran,rocky-iron,non-habitable,0,-1.596667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1167 b,Superterran,rocky-iron,non-habitable,0,-3.489958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1168 b,Superterran,rocky-iron,non-habitable,0,-2.544375,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1169 b,Terran,rocky-iron,non-habitable,0,-2.711833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1170 b,Superterran,rocky-iron,non-habitable,0,-2.495243,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1173 b,Terran,rocky-iron,non-habitable,0,-3.811958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1174 b,Superterran,rocky-iron,non-habitable,0,-2.590792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1176 b,Superterran,rocky-iron,non-habitable,0,-2.554382,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1177 b,Superterran,rocky-iron,non-habitable,0,-1.724729,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1178 b,Terran,rocky-iron,non-habitable,0,-1.295,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1179 b,Terran,rocky-iron,non-habitable,0,-2.718375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1180 b,Superterran,rocky-iron,non-habitable,0,-2.284875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1181 b,Superterran,rocky-iron,non-habitable,0,-3.1625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1182 b,Superterran,rocky-iron,non-habitable,0,-2.584375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1185 b,Terran,rocky-iron,non-habitable,0,-1.175375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1186 b,Superterran,rocky-iron,non-habitable,0,-2.236167,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1188 b,Superterran,rocky-iron,non-habitable,0,-2.21925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1189 b,Superterran,rocky-iron,non-habitable,0,-3.252375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1190 b,Terran,rocky-iron,non-habitable,0,-1.700583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1191 b,Terran,rocky-iron,non-habitable,0,-2.306708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1192 b,Superterran,rocky-iron,non-habitable,0,-2.382632,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1193 b,Terran,rocky-iron,non-habitable,0,-3.414625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1194 b,Terran,rocky-iron,non-habitable,0,-1.896917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1195 b,Superterran,rocky-iron,non-habitable,0,-2.094458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1196 b,Superterran,rocky-iron,non-habitable,0,-2.152417,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1197 b,Terran,rocky-iron,non-habitable,0,-2.575583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1198 b,Terran,rocky-iron,non-habitable,0,-2.241375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1199 b,Terran,rocky-iron,non-habitable,0,-2.101,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1200 b,Terran,rocky-iron,non-habitable,0,-2.932083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1201 b,Superterran,rocky-iron,non-habitable,0,-2.540292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1203 b,Terran,rocky-iron,non-habitable,0,-3.0725,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1205 b,Terran,rocky-iron,non-habitable,0,-3.562833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1206 b,Superterran,rocky-iron,non-habitable,0,-3.225875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1207 b,Superterran,rocky-iron,non-habitable,0,-2.179583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1208 b,Superterran,rocky-iron,non-habitable,0,-2.345958,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1209 b,Terran,rocky-iron,non-habitable,0,-2.066708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1210 b,Superterran,rocky-iron,non-habitable,0,-2.31575,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1212 b,Superterran,rocky-iron,non-habitable,0,-2.487333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1213 b,Terran,rocky-iron,non-habitable,0,-2.84375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1214 b,Superterran,rocky-iron,non-habitable,0,-2.386972,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1215 b,Terran,rocky-iron,non-habitable,0,-2.539458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1216 b,Terran,rocky-iron,non-habitable,0,-2.742875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1217 b,Superterran,rocky-iron,non-habitable,0,-3.797583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1218 b,Terran,rocky-iron,non-habitable,0,-1.905917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1219 b,Superterran,rocky-iron,non-habitable,0,-2.767833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1220 b,Terran,rocky-iron,non-habitable,0,-2.451375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1221 b,Superterran,rocky-iron,non-habitable,0,-1.990083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1222 b,Subterran,rocky-iron,non-habitable,0,-2.840833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1223 b,Terran,rocky-iron,non-habitable,0,-1.54175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1224 b,Terran,rocky-iron,non-habitable,0,-2.271,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1225 b,Superterran,rocky-iron,non-habitable,0,-2.837667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1226 b,Terran,rocky-iron,non-habitable,0,-1.985,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1227 b,Superterran,rocky-iron,non-habitable,0,-2.210083,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1228 b,Terran,rocky-iron,non-habitable,0,-4.078125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1229 b,Terran,rocky-iron,psychroplanet,1,-1.166292,0.35,0.1,0.35,0.1,0.1,1,1
Kepler-1231 b,Terran,rocky-iron,non-habitable,0,-2.198792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1232 b,Superterran,rocky-iron,non-habitable,0,-1.81384,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1235 b,Subterran,rocky-iron,non-habitable,0,-2.463125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1236 b,Superterran,rocky-iron,non-habitable,0,-2.052715,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1238 b,Superterran,rocky-iron,non-habitable,0,-3.663667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1240 b,Terran,rocky-iron,non-habitable,0,-2.553708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1242 b,Superterran,rocky-iron,non-habitable,0,-2.24816,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1243 b,Superterran,rocky-iron,non-habitable,0,-1.981625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1244 b,Terran,rocky-iron,non-habitable,0,-3.983583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1245 b,Terran,rocky-iron,non-habitable,0,-2.462167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1245 c,Terran,rocky-iron,non-habitable,0,-2.74175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1246 b,Terran,rocky-iron,non-habitable,0,-1.626958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1247 b,Superterran,rocky-iron,non-habitable,0,-2.363049,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1248 b,Terran,rocky-iron,non-habitable,0,-2.598208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1249 b,Superterran,rocky-iron,non-habitable,0,-2.464479,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1250 b,Superterran,rocky-iron,non-habitable,0,-3.325875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1251 b,Superterran,rocky-iron,non-habitable,0,-1.68116,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1252 b,Superterran,rocky-iron,non-habitable,0,-2.176292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1253 b,Terran,rocky-iron,non-habitable,0,-1.426833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1254 b,Terran,rocky-iron,non-habitable,0,-1.874417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1254 c,Terran,rocky-iron,non-habitable,0,-2.358,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1254 d,Terran,rocky-iron,non-habitable,0,-2.084958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1255 b,Superterran,rocky-iron,non-habitable,0,-2.331688,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1256 b,Terran,rocky-iron,non-habitable,0,-2.459875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1257 b,Terran,rocky-iron,non-habitable,0,-2.967625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1258 b,Terran,rocky-iron,non-habitable,0,-4.152583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1259 b,Terran,rocky-iron,non-habitable,0,-3.93425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1260 b,Superterran,rocky-iron,non-habitable,0,-2.078417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1261 b,Superterran,rocky-iron,non-habitable,0,-2.182951,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1262 b,Superterran,rocky-iron,non-habitable,0,-2.414333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1263 b,Terran,rocky-iron,non-habitable,0,-2.288792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1264 b,Terran,rocky-iron,non-habitable,0,-4.208208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1265 b,Terran,rocky-iron,non-habitable,0,-1.875458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1268 b,Superterran,rocky-iron,non-habitable,0,-1.935514,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1269 b,Superterran,rocky-iron,non-habitable,0,-1.769167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1271 b,Terran,rocky-iron,non-habitable,0,-3.512708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1272 b,Superterran,rocky-iron,non-habitable,0,-2.373674,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1273 b,Superterran,rocky-iron,non-habitable,0,-2.57941,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1274 b,Terran,rocky-iron,non-habitable,0,-3.404,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1275 b,Terran,rocky-iron,non-habitable,0,-3.505208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1276 b,Terran,rocky-iron,non-habitable,0,-2.279792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1277 b,Superterran,rocky-iron,non-habitable,0,-1.549625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1278 b,Terran,rocky-iron,non-habitable,0,-3.204083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1279 b,Superterran,rocky-iron,non-habitable,0,-2.158083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1280 b,Superterran,rocky-iron,non-habitable,0,-1.746604,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1281 b,Superterran,rocky-iron,non-habitable,0,-2.773792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1282 b,Terran,rocky-iron,non-habitable,0,-3.188792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1283 b,Superterran,rocky-iron,non-habitable,0,-2.499417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1284 b,Terran,rocky-iron,non-habitable,0,-3.934125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1285 b,Terran,rocky-iron,non-habitable,0,-2.15175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1286 b,Superterran,rocky-iron,non-habitable,0,-2.37425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1287 b,Terran,rocky-iron,non-habitable,0,-2.122292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1288 b,Terran,rocky-iron,non-habitable,0,-3.542583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1289 b,Terran,rocky-iron,non-habitable,0,-2.621167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1290 b,Terran,rocky-iron,non-habitable,0,-2.623375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1291 b,Superterran,rocky-iron,non-habitable,0,-2.07375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1292 b,Superterran,rocky-iron,non-habitable,0,-2.975167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1293 b,Terran,rocky-iron,non-habitable,0,-2.88425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1295 b,Terran,rocky-iron,non-habitable,0,-2.708167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1296 b,Terran,rocky-iron,non-habitable,0,-1.938417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1297 b,Terran,rocky-iron,non-habitable,0,-3.542583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1298 b,Terran,rocky-iron,non-habitable,0,-3.308708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1300 b,Terran,rocky-iron,non-habitable,0,-2.284375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1301 b,Terran,rocky-iron,non-habitable,0,-1.968792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1302 b,Terran,rocky-iron,non-habitable,0,-2.012792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1303 b,Terran,rocky-iron,non-habitable,0,-2.391917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1304 b,Superterran,rocky-iron,non-habitable,0,-2.285361,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1305 b,Superterran,rocky-iron,non-habitable,0,-2.155292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1306 b,Superterran,rocky-iron,non-habitable,0,-2.081708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1307 b,Superterran,rocky-iron,non-habitable,0,-2.604208,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1308 b,Subterran,rocky-iron,non-habitable,0,-1.4555,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1309 b,Superterran,rocky-iron,non-habitable,0,-2.364681,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1310 b,Terran,rocky-iron,non-habitable,0,-4.418833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1311 b,Terran,rocky-iron,non-habitable,0,-2.396292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1311 c,Terran,rocky-iron,non-habitable,0,-3.65675,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1312 b,Superterran,rocky-iron,non-habitable,0,-2.733667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1313 b,Superterran,rocky-iron,non-habitable,0,-2.7075,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1315 b,Terran,rocky-iron,non-habitable,0,-3.490042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1317 b,Superterran,rocky-iron,non-habitable,0,-4.243667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1319 b,Terran,rocky-iron,non-habitable,0,-1.806708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1320 b,Superterran,rocky-iron,non-habitable,0,-3.5095,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1321 c,Superterran,rocky-iron,non-habitable,0,-2.518958,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1322 b,Superterran,rocky-iron,non-habitable,0,-3.986583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1323 b,Terran,rocky-iron,non-habitable,0,-5.272208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1324 b,Terran,rocky-iron,non-habitable,0,-2.234417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1327 b,Superterran,rocky-iron,non-habitable,0,-2.170542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1328 b,Terran,rocky-iron,non-habitable,0,-2.624458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1329 b,Superterran,rocky-iron,non-habitable,0,-2.127528,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1330 b,Superterran,rocky-iron,non-habitable,0,-2.192625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1331 b,Terran,rocky-iron,non-habitable,0,-3.172833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1332 b,Terran,rocky-iron,non-habitable,0,-1.986042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1334 b,Superterran,rocky-iron,non-habitable,0,-2.311472,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1335 b,Terran,rocky-iron,non-habitable,0,-2.040417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1336 b,Superterran,rocky-iron,non-habitable,0,-2.105625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1336 c,Superterran,rocky-iron,non-habitable,0,-2.87725,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1337 b,Superterran,rocky-iron,non-habitable,0,-2.410417,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1338 b,Terran,rocky-iron,non-habitable,0,-4.367417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1339 b,Subterran,rocky-iron,non-habitable,0,-3.512333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1340 b,Terran,rocky-iron,non-habitable,0,-5.956708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1342 b,Superterran,rocky-iron,non-habitable,0,-3.209375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1343 b,Superterran,rocky-iron,non-habitable,0,-3.082208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1344 b,Superterran,rocky-iron,non-habitable,0,-3.038417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1345 b,Superterran,rocky-iron,non-habitable,0,-2.429542,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1346 b,Superterran,rocky-iron,non-habitable,0,-3.394458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1347 b,Terran,rocky-iron,non-habitable,0,-1.655958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1348 b,Superterran,rocky-iron,non-habitable,0,-1.930375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1349 b,Subterran,rocky-iron,non-habitable,0,-3.696458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1350 c,Superterran,rocky-iron,non-habitable,0,-2.228583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1351 b,Subterran,rocky-iron,non-habitable,0,-2.863292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1352 b,Terran,rocky-iron,non-habitable,0,-3.76425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1353 b,Superterran,rocky-iron,non-habitable,0,-1.641236,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1355 b,Terran,rocky-iron,non-habitable,0,-3.48125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1356 b,Terran,rocky-iron,non-habitable,0,-4.058042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1357 b,Terran,rocky-iron,non-habitable,0,-2.86925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1358 b,Terran,rocky-iron,non-habitable,0,-2.00925,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1361 b,Terran,rocky-iron,non-habitable,0,-2.331958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1363 b,Terran,rocky-iron,non-habitable,0,-2.386833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1364 b,Superterran,rocky-iron,non-habitable,0,-3.065083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1365 b,Terran,rocky-iron,non-habitable,0,-2.293875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1365 c,Subterran,rocky-iron,non-habitable,0,-2.600875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1366 b,Terran,rocky-iron,non-habitable,0,-2.20175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1367 b,Terran,rocky-iron,non-habitable,0,-2.272,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1368 b,Superterran,rocky-iron,non-habitable,0,-5.074708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1370 b,Superterran,rocky-iron,non-habitable,0,-2.241542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1370 c,Terran,rocky-iron,non-habitable,0,-2.722917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1371 b,Subterran,rocky-iron,non-habitable,0,-2.449667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1371 c,Subterran,rocky-iron,non-habitable,0,-2.855708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1372 b,Terran,rocky-iron,non-habitable,0,-3.786875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1373 b,Terran,rocky-iron,non-habitable,0,-4.627042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1374 b,Superterran,rocky-iron,non-habitable,0,-2.319563,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1375 b,Superterran,rocky-iron,non-habitable,0,-4.260708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1376 b,Terran,rocky-iron,non-habitable,0,-2.467208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1377 b,Terran,rocky-iron,non-habitable,0,-3.933292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1378 b,Superterran,rocky-iron,non-habitable,0,-2.134618,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1379 b,Terran,rocky-iron,non-habitable,0,-3.687583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1380 b,Terran,rocky-iron,non-habitable,0,-2.109042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1381 b,Superterran,rocky-iron,non-habitable,0,-2.235486,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1382 b,Superterran,rocky-iron,non-habitable,0,-2.595083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1383 b,Terran,rocky-iron,non-habitable,0,-2.470542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1384 b,Superterran,rocky-iron,non-habitable,0,-1.830583,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1385 b,Terran,rocky-iron,non-habitable,0,-3.242042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1386 b,Terran,rocky-iron,non-habitable,0,-2.430667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1387 b,Terran,rocky-iron,non-habitable,0,-2.613792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1388 c,Superterran,rocky-iron,non-habitable,0,-2.260486,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1388 e,Superterran,rocky-iron,non-habitable,0,-2.444243,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1389 b,Superterran,rocky-iron,non-habitable,0,-1.554736,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1390 b,Terran,rocky-iron,non-habitable,0,-2.409458,0.1,0.1,0.1,0.6,0.1,1,1
